Densité de Bisounours,Fréquence d'apparition de la couleur jaune,Violence exprimée
33.09,2.4318019154,2.4954531276
33.1,2.4325212771,2.496169314
33.11,2.4332412774,2.4968861518
33.12,2.4339619176,2.4976036419
33.13,2.4346831983,2.4983217854
33.14,2.4354051207,2.4990405833
33.15,2.4361276857,2.4997600365
33.16,2.4368508941,2.500480146
33.17,2.4375747471,2.5012009128
33.18,2.4382992455,2.5019223378
33.19,2.4390243902,2.5026444222
33.2,2.4397501824,2.5033671669
33.21,2.4404766228,2.5040905728
33.22,2.4412037125,2.504814641
33.23,2.4419314525,2.5055393724
33.24,2.4426598437,2.5062647681
33.25,2.4433888871,2.5069908292
33.26,2.4441185837,2.5077175565
33.27,2.4448489344,2.5084449511
33.28,2.4455799402,2.509173014
33.29,2.4463116022,2.5099017462
33.3,2.4470439212,2.5106311488
33.31,2.4477768982,2.5113612227
33.32,2.4485105344,2.512091969
33.33,2.4492448305,2.5128233887
33.34,2.4499797878,2.5135554828
33.35,2.450715407,2.5142882524
33.36,2.4514516892,2.5150216984
33.37,2.4521886355,2.5157558219
33.38,2.4529262468,2.516490624
33.39,2.4536645241,2.5172261057
33.4,2.4544034684,2.517962268
33.41,2.4551430807,2.5186991119
33.42,2.4558833621,2.5194366385
33.43,2.4566243135,2.5201748489
33.44,2.4573659359,2.5209137441
33.45,2.4581082304,2.5216533251
33.46,2.458851198,2.5223935929
33.47,2.4595948397,2.5231345487
33.48,2.4603391565,2.5238761936
33.49,2.4610841495,2.5246185284
33.5,2.4618298196,2.5253615544
33.51,2.4625761679,2.5261052725
33.52,2.4633231954,2.5268496839
33.53,2.4640709032,2.5275947896
33.54,2.4648192922,2.5283405907
33.55,2.4655683636,2.5290870882
33.56,2.4663181183,2.5298342832
33.57,2.4670685575,2.5305821769
33.58,2.467819682,2.5313307702
33.59,2.4685714931,2.5320800642
33.6,2.4693239916,2.5328300601
33.61,2.4700771788,2.5335807589
33.62,2.4708310555,2.5343321618
33.63,2.471585623,2.5350842697
33.64,2.4723408822,2.5358370838
33.65,2.4730968341,2.5365906052
33.66,2.47385348,2.537344835
33.67,2.4746108207,2.5380997743
33.68,2.4753688574,2.5388554242
33.69,2.4761275912,2.5396117857
33.7,2.4768870231,2.5403688601
33.71,2.4776471542,2.5411266484
33.72,2.4784079855,2.5418851517
33.73,2.4791695181,2.5426443711
33.74,2.4799317532,2.5434043077
33.75,2.4806946918,2.5441649628
33.76,2.4814583349,2.5449263373
33.77,2.4822226837,2.5456884324
33.78,2.4829877393,2.5464512493
33.79,2.4837535027,2.547214789
33.8,2.484519975,2.5479790528
33.81,2.4852871573,2.5487440417
33.82,2.4860550508,2.5495097568
33.83,2.4868236565,2.5502761993
33.84,2.4875929755,2.5510433704
33.85,2.488363009,2.5518112712
33.86,2.4891337579,2.5525799028
33.87,2.4899052236,2.5533492665
33.88,2.4906774069,2.5541193632
33.89,2.4914503092,2.5548901942
33.9,2.4922239314,2.5556617607
33.91,2.4929982747,2.5564340638
33.92,2.4937733403,2.5572071047
33.93,2.4945491292,2.5579808844
33.94,2.4953256425,2.5587554043
33.95,2.4961028815,2.5595306655
33.96,2.4968808472,2.5603066691
33.97,2.4976595408,2.5610834162
33.98,2.4984389633,2.5618609082
33.99,2.499219116,2.5626391462
34,2.5,2.5634181313
34.01,2.5007816164,2.5641978647
34.02,2.5015639664,2.5649783477
34.03,2.5023470511,2.5657595813
34.04,2.5031308716,2.5665415669
34.05,2.5039154292,2.5673243056
34.06,2.5047007249,2.5681077986
34.07,2.50548676,2.568892047
34.08,2.5062735356,2.5696770522
34.09,2.5070610528,2.5704628152
34.1,2.5078493129,2.5712493374
34.11,2.5086383169,2.5720366199
34.12,2.5094280661,2.572824664
34.13,2.5102185617,2.5736134708
34.14,2.5110098048,2.5744030416
34.15,2.5118017965,2.5751933775
34.16,2.5125945381,2.5759844799
34.17,2.5133880308,2.57677635
34.18,2.5141822758,2.5775689889
34.19,2.5149772741,2.5783623979
34.2,2.5157730271,2.5791565783
34.21,2.5165695359,2.5799515313
34.22,2.5173668018,2.5807472581
34.23,2.5181648258,2.58154376
34.24,2.5189636093,2.5823410382
34.25,2.5197631534,2.5831390939
34.26,2.5205634593,2.5839379285
34.27,2.5213645283,2.5847375432
34.28,2.5221663615,2.5855379392
34.29,2.5229689602,2.5863391178
34.3,2.5237723256,2.5871410802
34.31,2.5245764589,2.5879438278
34.32,2.5253813614,2.5887473618
34.33,2.5261870342,2.5895516834
34.34,2.5269934786,2.590356794
34.35,2.5278006958,2.5911626949
34.36,2.5286086871,2.5919693872
34.37,2.5294174537,2.5927768723
34.38,2.5302269968,2.5935851515
34.39,2.5310373178,2.594394226
34.4,2.5318484177,2.5952040972
34.41,2.5326602979,2.5960147663
34.42,2.5334729597,2.5968262348
34.43,2.5342864042,2.5976385037
34.44,2.5351006328,2.5984515745
34.45,2.5359156467,2.5992654485
34.46,2.5367314472,2.600080127
34.47,2.5375480354,2.6008956112
34.48,2.5383654128,2.6017119026
34.49,2.5391835806,2.6025290024
34.5,2.54000254,2.6033469119
34.51,2.5408222923,2.6041656325
34.52,2.5416428389,2.6049851655
34.53,2.5424641809,2.6058055122
34.54,2.5432863197,2.606626674
34.55,2.5441092566,2.6074486523
34.56,2.5449329928,2.6082714482
34.57,2.5457575297,2.6090950633
34.58,2.5465828685,2.6099194988
34.59,2.5474090106,2.610744756
34.6,2.5482359572,2.6115708365
34.61,2.5490637097,2.6123977414
34.62,2.5498922693,2.6132254722
34.63,2.5507216375,2.6140540302
34.64,2.5515518154,2.6148834168
34.65,2.5523828045,2.6157136333
34.66,2.5532146059,2.6165446812
34.67,2.5540472212,2.6173765618
34.68,2.5548806515,2.6182092764
34.69,2.5557148983,2.6190428265
34.7,2.5565499628,2.6198772135
34.71,2.5573858464,2.6207124387
34.72,2.5582225505,2.6215485035
34.73,2.5590600763,2.6223854094
34.74,2.5598984252,2.6232231576
34.75,2.5607375987,2.6240617497
34.76,2.5615775979,2.624901187
34.77,2.5624184243,2.625741471
34.78,2.5632600793,2.626582603
34.79,2.5641025641,2.6274245844
34.8,2.5649458802,2.6282674167
34.81,2.565790029,2.6291111013
34.82,2.5666350117,2.6299556397
34.83,2.5674808298,2.6308010332
34.84,2.5683274847,2.6316472832
34.85,2.5691749777,2.6324943913
34.86,2.5700233102,2.6333423588
34.87,2.5708724836,2.6341911872
34.88,2.5717224994,2.6350408779
34.89,2.5725733588,2.6358914325
34.9,2.5734250633,2.6367428522
34.91,2.5742776143,2.6375951386
34.92,2.5751310131,2.6384482932
34.93,2.5759852613,2.6393023174
34.94,2.5768403602,2.6401572127
34.95,2.5776963111,2.6410129804
34.96,2.5785531156,2.6418696222
34.97,2.5794107751,2.6427271395
34.98,2.580269291,2.6435855338
34.99,2.5811286646,2.6444448065
35,2.5819888975,2.6453049591
35.01,2.582849991,2.6461659931
35.02,2.5837119466,2.6470279101
35.03,2.5845747658,2.6478907114
35.04,2.58543845,2.6487543987
35.05,2.5863030006,2.6496189734
35.06,2.587168419,2.650484437
35.07,2.5880347068,2.651350791
35.08,2.5889018654,2.652218037
35.09,2.5897698962,2.6530861764
35.1,2.5906388008,2.6539552108
35.11,2.5915085805,2.6548251417
35.12,2.5923792368,2.6556959706
35.13,2.5932507713,2.6565676991
35.14,2.5941231854,2.6574403287
35.15,2.5949964805,2.658313861
35.16,2.5958706583,2.6591882974
35.17,2.59674572,2.6600636396
35.18,2.5976216673,2.660939889
35.19,2.5984985017,2.6618170473
35.2,2.5993762246,2.6626951159
35.21,2.6002548375,2.6635740966
35.22,2.6011343419,2.6644539907
35.23,2.6020147394,2.6653347999
35.24,2.6028960315,2.6662165258
35.25,2.6037782196,2.6670991699
35.26,2.6046613054,2.6679827339
35.27,2.6055452902,2.6688672192
35.28,2.6064301757,2.6697526275
35.29,2.6073159634,2.6706389604
35.3,2.6082026548,2.6715262195
35.31,2.6090902514,2.6724144064
35.32,2.6099787549,2.6733035226
35.33,2.6108681666,2.6741935699
35.34,2.6117584883,2.6750845497
35.35,2.6126497214,2.6759764638
35.36,2.6135418674,2.6768693136
35.37,2.6144349281,2.677763101
35.38,2.6153289048,2.6786578274
35.39,2.6162237993,2.6795534945
35.4,2.617119613,2.680450104
35.41,2.6180163475,2.6813476575
35.42,2.6189140044,2.6822461566
35.43,2.6198125853,2.6831456029
35.44,2.6207120918,2.6840459983
35.45,2.6216125255,2.6849473441
35.46,2.6225138879,2.6858496423
35.47,2.6234161807,2.6867528943
35.48,2.6243194054,2.6876571019
35.49,2.6252235637,2.6885622667
35.5,2.6261286572,2.6894683905
35.51,2.6270346875,2.6903754748
35.52,2.6279416561,2.6912835215
35.53,2.6288495648,2.6921925321
35.54,2.6297584152,2.6931025083
35.55,2.6306682088,2.694013452
35.56,2.6315789474,2.6949253646
35.57,2.6324906325,2.6958382481
35.58,2.6334032657,2.6967521039
35.59,2.6343168489,2.697666934
35.6,2.6352313835,2.69858274
35.61,2.6361468712,2.6994995236
35.62,2.6370633137,2.7004172865
35.63,2.6379807127,2.7013360305
35.64,2.6388990698,2.7022557573
35.65,2.6398183867,2.7031764686
35.66,2.6407386651,2.7040981662
35.67,2.6416599066,2.7050208519
35.68,2.6425821129,2.7059445273
35.69,2.6435052857,2.7068691943
35.7,2.6444294267,2.7077948546
35.71,2.6453545376,2.7087215099
35.72,2.6462806201,2.7096491621
35.73,2.6472076759,2.7105778128
35.74,2.6481357067,2.711507464
35.75,2.6490647141,2.7124381173
35.76,2.6499947,2.7133697745
35.77,2.650925666,2.7143024375
35.78,2.6518576139,2.7152361081
35.79,2.6527905454,2.7161707879
35.8,2.6537244622,2.7171064789
35.81,2.654659366,2.7180431828
35.82,2.6555952586,2.7189809015
35.83,2.6565321418,2.7199196368
35.84,2.6574700173,2.7208593905
35.85,2.6584088868,2.7218001643
35.86,2.659348752,2.7227419603
35.87,2.6602896149,2.7236847801
35.88,2.6612314771,2.7246286257
35.89,2.6621743403,2.7255734988
35.9,2.6631182065,2.7265194014
35.91,2.6640630772,2.7274663352
35.92,2.6650089544,2.7284143022
35.93,2.6659558399,2.7293633042
35.94,2.6669037353,2.730313343
35.95,2.6678526426,2.7312644206
35.96,2.6688025634,2.7322165388
35.97,2.6697534997,2.7331696995
35.98,2.6707054532,2.7341239047
35.99,2.6716584257,2.7350791561
36,2.6726124191,2.7360354556
36.01,2.6735674352,2.7369928053
36.02,2.6745234758,2.7379512069
36.03,2.6754805427,2.7389106625
36.04,2.6764386379,2.7398711739
36.05,2.677397763,2.740832743
36.06,2.67835792,2.7417953717
36.07,2.6793191108,2.7427590621
36.08,2.6802813371,2.743723816
36.09,2.6812446009,2.7446896354
36.1,2.6822089039,2.7456565221
36.11,2.6831742482,2.7466244783
36.12,2.6841406355,2.7475935058
36.13,2.6851080677,2.7485636065
36.14,2.6860765468,2.7495347826
36.15,2.6870460745,2.7505070358
36.16,2.6880166529,2.7514803682
36.17,2.6889882837,2.7524547818
36.18,2.6899609689,2.7534302786
36.19,2.6909347105,2.7544068605
36.2,2.6919095103,2.7553845296
36.21,2.6928853702,2.7563632878
36.22,2.6938622922,2.7573431372
36.23,2.6948402782,2.7583240798
36.24,2.6958193301,2.7593061176
36.25,2.6967994499,2.7602892525
36.26,2.6977806394,2.7612734867
36.27,2.6987629008,2.7622588222
36.28,2.6997462358,2.763245261
36.29,2.7007306465,2.7642328051
36.3,2.7017161348,2.7652214566
36.31,2.7027027027,2.7662112176
36.32,2.7036903522,2.7672020901
36.33,2.7046790852,2.7681940762
36.34,2.7056689037,2.7691871779
36.35,2.7066598098,2.7701813973
36.36,2.7076518054,2.7711767366
36.37,2.7086448924,2.7721731977
36.38,2.709639073,2.7731707828
36.39,2.7106343491,2.774169494
36.4,2.7116307227,2.7751693333
36.41,2.7126281959,2.776170303
36.42,2.7136267706,2.777172405
36.43,2.714626449,2.7781756416
36.44,2.715627233,2.7791800148
36.45,2.7166291246,2.7801855268
36.46,2.717632126,2.7811921796
36.47,2.7186362391,2.7821999756
36.48,2.7196414661,2.7832089167
36.49,2.720647809,2.7842190052
36.5,2.7216552698,2.7852302432
36.51,2.7226638506,2.7862426328
36.52,2.7236735535,2.7872561763
36.53,2.7246843806,2.7882708758
36.54,2.725696334,2.7892867335
36.55,2.7267094157,2.7903037516
36.56,2.7277236279,2.7913219323
36.57,2.7287389727,2.7923412777
36.58,2.7297554522,2.7933617901
36.59,2.7307730684,2.7943834717
36.6,2.7317918235,2.7954063247
36.61,2.7328117197,2.7964303514
36.62,2.7338327591,2.7974555538
36.63,2.7348549437,2.7984819344
36.64,2.7358782758,2.7995094953
36.65,2.7369027575,2.8005382388
36.66,2.737928391,2.801568167
36.67,2.7389551783,2.8025992824
36.68,2.7399831218,2.8036315871
36.69,2.7410122234,2.8046650834
36.7,2.7420424855,2.8056997736
36.71,2.7430739102,2.80673566
36.72,2.7441064997,2.8077727448
36.73,2.7451402562,2.8088110303
36.74,2.7461751819,2.8098505189
36.75,2.747211279,2.8108912129
36.76,2.7482485496,2.8119331146
36.77,2.7492869961,2.8129762262
36.78,2.7503266207,2.8140205501
36.79,2.7513674255,2.8150660887
36.8,2.7524094128,2.8161128442
36.81,2.7534525849,2.8171608191
36.82,2.754496944,2.8182100156
36.83,2.7555424923,2.8192604362
36.84,2.7565892321,2.8203120832
36.85,2.7576371657,2.8213649589
36.86,2.7586862953,2.8224190658
36.87,2.7597366233,2.8234744061
36.88,2.7607881519,2.8245309824
36.89,2.7618408833,2.825588797
36.9,2.76289482,2.8266478522
36.91,2.7639499641,2.8277081506
36.92,2.765006318,2.8287696945
36.93,2.7660638841,2.8298324863
36.94,2.7671226646,2.8308965285
36.95,2.7681826618,2.8319618235
36.96,2.7692438781,2.8330283738
36.97,2.7703063159,2.8340961817
36.98,2.7713699774,2.8351652498
36.99,2.772434865,2.8362355805
37,2.7735009811,2.8373071763
37.01,2.7745683281,2.8383800396
37.02,2.7756369083,2.8394541729
37.03,2.776706724,2.8405295787
37.04,2.7777777778,2.8416062596
37.05,2.7788500719,2.842684218
37.06,2.7799236087,2.8437634563
37.07,2.7809983908,2.8448439773
37.08,2.7820744204,2.8459257832
37.09,2.7831517,2.8470088768
37.1,2.7842302319,2.8480932604
37.11,2.7853100188,2.8491789368
37.12,2.7863910629,2.8502659083
37.13,2.7874733667,2.8513541776
37.14,2.7885569327,2.8524437473
37.15,2.7896417633,2.8535346198
37.16,2.7907278609,2.8546267978
37.17,2.7918152281,2.8557202839
37.18,2.7929038674,2.8568150807
37.19,2.7939937811,2.8579111907
37.2,2.7950849719,2.8590086165
37.21,2.7961774421,2.8601073609
37.22,2.7972711943,2.8612074263
37.23,2.798366231,2.8623088155
37.24,2.7994625548,2.8634115311
37.25,2.8005601681,2.8645155756
37.26,2.8016590734,2.8656209518
37.27,2.8027592734,2.8667276623
37.28,2.8038607705,2.8678357099
37.29,2.8049635673,2.868945097
37.3,2.8060676663,2.8700558265
37.31,2.8071730702,2.871167901
37.32,2.8082797815,2.8722813233
37.33,2.8093878028,2.8733960959
37.34,2.8104971366,2.8745122217
37.35,2.8116077856,2.8756297034
37.36,2.8127197523,2.8767485436
37.37,2.8138330394,2.8778687451
37.38,2.8149476495,2.8789903107
37.39,2.8160635852,2.8801132431
37.4,2.8171808491,2.881237545
37.41,2.8182994439,2.8823632192
37.42,2.8194193722,2.8834902686
37.43,2.8205406366,2.8846186958
37.44,2.8216632399,2.8857485037
37.45,2.8227871847,2.886879695
37.46,2.8239124736,2.8880122726
37.47,2.8250391094,2.8891462393
37.48,2.8261670947,2.8902815978
37.49,2.8272964323,2.8914183511
37.5,2.8284271247,2.8925565019
37.51,2.8295591749,2.8936960532
37.52,2.8306925854,2.8948370076
37.53,2.8318273589,2.8959793682
37.54,2.8329634984,2.8971231378
37.55,2.8341010063,2.8982683192
37.56,2.8352398856,2.8994149154
37.57,2.836380139,2.9005629292
37.58,2.8375217692,2.9017123635
37.59,2.838664779,2.9028632213
37.6,2.8398091712,2.9040155054
37.61,2.8409549486,2.9051692188
37.62,2.842102114,2.9063243645
37.63,2.8432506702,2.9074809453
37.64,2.8444006199,2.9086389642
37.65,2.8455519661,2.9097984242
37.66,2.8467047115,2.9109593282
37.67,2.8478588591,2.9121216793
37.68,2.8490144115,2.9132854803
37.69,2.8501713717,2.9144507344
37.7,2.8513297426,2.9156174445
37.71,2.8524895269,2.9167856136
37.72,2.8536507277,2.9179552447
37.73,2.8548133477,2.9191263409
37.74,2.8559773899,2.9202989051
37.75,2.8571428571,2.9214729406
37.76,2.8583097524,2.9226484502
37.77,2.8594780785,2.9238254371
37.78,2.8606478385,2.9250039044
37.79,2.8618190352,2.926183855
37.8,2.8629916716,2.9273652922
37.81,2.8641657506,2.928548219
37.82,2.8653412753,2.9297326385
37.83,2.8665182486,2.9309185539
37.84,2.8676966734,2.9321059682
37.85,2.8688765527,2.9332948847
37.86,2.8700578897,2.9344853064
37.87,2.8712406871,2.9356772365
37.88,2.8724249481,2.9368706782
37.89,2.8736106757,2.9380656346
37.9,2.8747978729,2.9392621089
37.91,2.8759865427,2.9404601044
37.92,2.8771766882,2.9416596242
37.93,2.8783683125,2.9428606715
37.94,2.8795614186,2.9440632496
37.95,2.8807560096,2.9452673616
37.96,2.8819520885,2.9464730109
37.97,2.8831496585,2.9476802007
37.98,2.8843487227,2.9488889341
37.99,2.8855492841,2.9500992146
38,2.8867513459,2.9513110454
38.01,2.8879549113,2.9525244297
38.02,2.8891599833,2.9537393709
38.03,2.8903665651,2.9549558723
38.04,2.8915746598,2.9561739371
38.05,2.8927842707,2.9573935687
38.06,2.8939954009,2.9586147706
38.07,2.8952080535,2.9598375459
38.08,2.8964222318,2.961061898
38.09,2.897637939,2.9622878304
38.1,2.8988551783,2.9635153464
38.11,2.9000739528,2.9647444493
38.12,2.9012942659,2.9659751427
38.13,2.9025161208,2.9672074298
38.14,2.9037395207,2.9684413142
38.15,2.9049644689,2.9696767991
38.16,2.9061909686,2.9709138882
38.17,2.9074190231,2.9721525848
38.18,2.9086486358,2.9733928923
38.19,2.9098798099,2.9746348143
38.2,2.9111125487,2.9758783543
38.21,2.9123468555,2.9771235156
38.22,2.9135827337,2.9783703019
38.23,2.9148201866,2.9796187166
38.24,2.9160592176,2.9808687633
38.25,2.91729983,2.9821204454
38.26,2.9185420271,2.9833737666
38.27,2.9197858124,2.9846287303
38.28,2.9210311892,2.9858853403
38.29,2.9222781609,2.9871435999
38.3,2.923526731,2.9884035128
38.31,2.9247769029,2.9896650827
38.32,2.9260286799,2.9909283131
38.33,2.9272820656,2.9921932076
38.34,2.9285370633,2.9934597699
38.35,2.9297936765,2.9947280035
38.36,2.9310519088,2.9959979123
38.37,2.9323117635,2.9972694998
38.38,2.9335732442,2.9985427696
38.39,2.9348363544,2.9998177256
38.4,2.9361010976,3.0010943713
38.41,2.9373674772,3.0023727106
38.42,2.9386354969,3.003652747
38.43,2.9399051602,3.0049344844
38.44,2.9411764706,3.0062179265
38.45,2.9424494317,3.007503077
38.46,2.943724047,3.0087899397
38.47,2.9450003203,3.0100785184
38.48,2.9462782549,3.0113688169
38.49,2.9475578547,3.012660839
38.5,2.9488391231,3.0139545885
38.51,2.9501220638,3.0152500692
38.52,2.9514066805,3.0165472849
38.53,2.9526929768,3.0178462396
38.54,2.9539809563,3.019146937
38.55,2.9552706228,3.020449381
38.56,2.9565619799,3.0217535756
38.57,2.9578550314,3.0230595245
38.58,2.9591497809,3.0243672318
38.59,2.9604462321,3.0256767014
38.6,2.9617443888,3.0269879371
38.61,2.9630442547,3.028300943
38.62,2.9643458336,3.0296157229
38.63,2.9656491293,3.0309322809
38.64,2.9669541455,3.032250621
38.65,2.968260886,3.033570747
38.66,2.9695693546,3.0348926631
38.67,2.9708795551,3.0362163733
38.68,2.9721914914,3.0375418816
38.69,2.9735051673,3.038869192
38.7,2.9748205865,3.0401983086
38.71,2.9761377531,3.0415292354
38.72,2.9774566709,3.0428619767
38.73,2.9787773437,3.0441965363
38.74,2.9800997754,3.0455329186
38.75,2.98142397,3.0468711275
38.76,2.9827499314,3.0482111672
38.77,2.9840776634,3.0495530419
38.78,2.9854071701,3.0508967558
38.79,2.9867384554,3.0522423129
38.8,2.9880715233,3.0535897176
38.81,2.9894063778,3.0549389739
38.82,2.9907430228,3.0562900862
38.83,2.9920814623,3.0576430586
38.84,2.9934217004,3.0589978954
38.85,2.9947637412,3.0603546008
38.86,2.9961075886,3.0617131791
38.87,2.9974532467,3.0630736347
38.88,2.9988007195,3.0644359717
38.89,3.0001500113,3.0658001945
38.9,3.0015011259,3.0671663074
38.91,3.0028540677,3.0685343149
38.92,3.0042088406,3.0699042211
38.93,3.0055654489,3.0712760305
38.94,3.0069238966,3.0726497475
38.95,3.008284188,3.0740253764
38.96,3.0096463271,3.0754029217
38.97,3.0110103183,3.0767823878
38.98,3.0123761656,3.0781637791
38.99,3.0137438734,3.0795471001
39,3.0151134458,3.0809323552
39.01,3.016484887,3.082319549
39.02,3.0178582014,3.0837086859
39.03,3.0192333932,3.0850997704
39.04,3.0206104667,3.086492807
39.05,3.0219894261,3.0878878004
39.06,3.0233702758,3.089284755
39.07,3.0247530201,3.0906836754
39.08,3.0261376633,3.0920845662
39.09,3.0275242099,3.093487432
39.1,3.0289126641,3.0948922774
39.11,3.0303030303,3.0962991071
39.12,3.031695313,3.0977079256
39.13,3.0330895164,3.0991187377
39.14,3.0344856452,3.100531548
39.15,3.0358837036,3.1019463612
39.16,3.0372836962,3.103363182
39.17,3.0386856273,3.1047820151
39.18,3.0400895016,3.1062028653
39.19,3.0414953234,3.1076257373
39.2,3.0429030973,3.1090506359
39.21,3.0443128277,3.1104775659
39.22,3.0457245194,3.111906532
39.23,3.0471381767,3.1133375391
39.24,3.0485538042,3.1147705921
39.25,3.0499714067,3.1162056956
39.26,3.0513909885,3.1176428547
39.27,3.0528125544,3.1190820742
39.28,3.0542361089,3.120523359
39.29,3.0556616568,3.121966714
39.3,3.0570892026,3.1234121441
39.31,3.058518751,3.1248596543
39.32,3.0599503068,3.1263092495
39.33,3.0613838746,3.1277609348
39.34,3.0628194592,3.129214715
39.35,3.0642570652,3.1306705953
39.36,3.0656966974,3.1321285806
39.37,3.0671383607,3.133588676
39.38,3.0685820597,3.1350508866
39.39,3.0700277992,3.1365152173
39.4,3.0714755842,3.1379816734
39.41,3.0729254193,3.1394502599
39.42,3.0743773095,3.140920982
39.43,3.0758312596,3.1423938448
39.44,3.0772872745,3.1438688535
